filename,label,wsi_id,x,y,image_path
image_000001_1280_32000.png,0,000001,1280,32000,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_1280_32000.png
image_000001_1280_33280.png,0,000001,1280,33280,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_1280_33280.png
image_000001_1280_38400.png,0,000001,1280,38400,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_1280_38400.png
image_000001_2560_32000.png,0,000001,2560,32000,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_2560_32000.png
image_000001_2560_33280.png,0,000001,2560,33280,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_2560_33280.png
image_000001_2560_34560.png,0,000001,2560,34560,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_2560_34560.png
image_000001_2560_35840.png,0,000001,2560,35840,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_2560_35840.png
image_000001_3840_30720.png,0,000001,3840,30720,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_3840_30720.png
image_000001_3840_32000.png,0,000001,3840,32000,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_3840_32000.png
image_000001_3840_33280.png,0,000001,3840,33280,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_3840_33280.png
image_000001_3840_34560.png,0,000001,3840,34560,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_3840_34560.png
image_000001_3840_35840.png,0,000001,3840,35840,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_3840_35840.png
image_000001_5120_28160.png,0,000001,5120,28160,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_5120_28160.png
image_000001_5120_29440.png,0,000001,5120,29440,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_5120_29440.png
image_000001_5120_30720.png,0,000001,5120,30720,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_5120_30720.png
image_000001_5120_32000.png,0,000001,5120,32000,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_5120_32000.png
image_000001_5120_33280.png,0,000001,5120,33280,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_5120_33280.png
image_000001_5120_34560.png,0,000001,5120,34560,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_5120_34560.png
image_000001_5120_35840.png,0,000001,5120,35840,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_5120_35840.png
image_000001_5120_37120.png,0,000001,5120,37120,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_5120_37120.png
image_000001_6400_25600.png,0,000001,6400,25600,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_6400_25600.png
image_000001_6400_26880.png,0,000001,6400,26880,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_6400_26880.png
image_000001_6400_28160.png,0,000001,6400,28160,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_6400_28160.png
image_000001_6400_29440.png,0,000001,6400,29440,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_6400_29440.png
image_000001_6400_30720.png,0,000001,6400,30720,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_6400_30720.png
image_000001_6400_32000.png,0,000001,6400,32000,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_6400_32000.png
image_000001_6400_33280.png,0,000001,6400,33280,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_6400_33280.png
image_000001_6400_34560.png,0,000001,6400,34560,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_6400_34560.png
image_000001_7680_25600.png,0,000001,7680,25600,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_7680_25600.png
image_000001_7680_26880.png,0,000001,7680,26880,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_7680_26880.png
image_000001_7680_28160.png,0,000001,7680,28160,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_7680_28160.png
image_000001_7680_29440.png,0,000001,7680,29440,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_7680_29440.png
image_000001_7680_30720.png,0,000001,7680,30720,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_7680_30720.png
image_000001_7680_32000.png,0,000001,7680,32000,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_7680_32000.png
image_000001_7680_38400.png,0,000001,7680,38400,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_7680_38400.png
image_000001_8960_25600.png,0,000001,8960,25600,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_8960_25600.png
image_000001_8960_26880.png,0,000001,8960,26880,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_8960_26880.png
image_000001_8960_28160.png,0,000001,8960,28160,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_8960_28160.png
image_000001_8960_29440.png,0,000001,8960,29440,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_8960_29440.png
image_000001_8960_30720.png,0,000001,8960,30720,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_8960_30720.png
image_000001_10240_8960.png,0,000001,10240,8960,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_10240_8960.png
image_000001_10240_25600.png,0,000001,10240,25600,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_10240_25600.png
image_000001_10240_26880.png,0,000001,10240,26880,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_10240_26880.png
image_000001_10240_28160.png,0,000001,10240,28160,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_10240_28160.png
image_000001_10240_29440.png,0,000001,10240,29440,D:\TienCuong\4th_Year\HK2\Capstone Project\Patho-XAG\src\data\CAMEL\patches-0\image_000001_10240_29440.png
